time,Zero,DIF,DEA,macd
19801212,0.00,nan,nan,nan
19801215,0.00,nan,nan,nan
19801216,0.00,nan,nan,nan
19801217,0.00,nan,nan,nan
19801218,0.00,nan,nan,nan
19801219,0.00,nan,nan,nan
19801222,0.00,nan,nan,nan
19801223,0.00,nan,nan,nan
19801224,0.00,nan,nan,nan
19801226,0.00,nan,nan,nan
19801229,0.00,nan,nan,nan
19801230,0.00,nan,nan,nan
19801231,0.00,3.17,nan,nan
19810102,0.00,2.84,nan,nan
19810105,0.00,2.42,nan,nan
19810106,0.00,1.84,2.57,-1.45
19810107,0.00,1.22,2.03,-1.61
19810108,0.00,0.70,1.50,-1.59
19810109,0.00,0.59,1.14,-1.09
19810112,0.00,0.46,0.87,-0.81
19810113,0.00,0.20,0.60,-0.80
19810114,0.00,0.05,0.38,-0.66
19810115,0.00,0.05,0.25,-0.40
19810116,0.00,0.01,0.15,-0.29
19810119,0.00,0.25,0.19,0.12
19810120,0.00,0.25,0.21,0.07
19810121,0.00,0.33,0.26,0.13
19810122,0.00,0.41,0.32,0.18
19810123,0.00,0.43,0.36,0.13
19810126,0.00,0.35,0.36,-0.02
19810127,0.00,0.25,0.32,-0.13
19810128,0.00,0.04,0.21,-0.33
19810129,0.00,-0.25,0.02,-0.55
19810130,0.00,-0.65,-0.25,-0.81
19810202,0.00,-1.10,-0.59,-1.03
19810203,0.00,-1.19,-0.83,-0.72
19810204,0.00,-1.05,-0.92,-0.27
19810205,0.00,-0.93,-0.92,-0.01
19810206,0.00,-0.80,-0.87,0.15
19810209,0.00,-0.89,-0.88,-0.03
19810210,0.00,-0.92,-0.89,-0.04
19810211,0.00,-1.02,-0.94,-0.15
19810212,0.00,-1.07,-1.00,-0.16
19810213,0.00,-1.15,-1.06,-0.19
19810217,0.00,-1.07,-1.06,-0.01
19810218,0.00,-0.81,-0.96,0.30
19810219,0.00,-0.85,-0.92,0.13
19810220,0.00,-1.04,-0.97,-0.15
19810223,0.00,-1.06,-1.00,-0.11
19810224,0.00,-1.15,-1.06,-0.18
19810225,0.00,-0.95,-1.02,0.13
19810226,0.00,-0.73,-0.90,0.34
19810227,0.00,-0.45,-0.72,0.55
19810302,0.00,-0.23,-0.52,0.59
19810303,0.00,-0.15,-0.37,0.45
19810304,0.00,-0.12,-0.27,0.30
19810305,0.00,-0.12,-0.21,0.18
19810306,0.00,-0.15,-0.19,0.07
19810309,0.00,-0.45,-0.29,-0.31
19810310,0.00,-0.77,-0.49,-0.58
19810311,0.00,-1.07,-0.72,-0.70
19810312,0.00,-1.08,-0.86,-0.43
19810313,0.00,-1.07,-0.95,-0.25
19810316,0.00,-0.90,-0.93,0.05
19810317,0.00,-0.60,-0.80,0.39
19810318,0.00,-0.18,-0.55,0.74
19810319,0.00,0.05,-0.31,0.72
19810320,0.00,0.23,-0.09,0.64
19810323,0.00,0.47,0.13,0.67
19810324,0.00,0.58,0.31,0.54
19810325,0.00,0.55,0.41,0.29
19810326,0.00,0.44,0.42,0.04
19810327,0.00,0.23,0.34,-0.23
19810330,0.00,0.09,0.24,-0.31
19810331,0.00,-0.04,0.13,-0.33
19810401,0.00,-0.14,0.02,-0.33
19810402,0.00,0.10,0.05,0.09
19810403,0.00,0.26,0.13,0.25
19810406,0.00,0.28,0.19,0.17
19810407,0.00,0.24,0.21,0.06
19810408,0.00,0.38,0.28,0.21
19810409,0.00,0.53,0.38,0.30
19810410,0.00,0.66,0.49,0.33
19810413,0.00,0.70,0.58,0.26
19810414,0.00,0.71,0.63,0.15
19810415,0.00,0.48,0.57,-0.18
19810416,0.00,0.10,0.38,-0.56
19810420,0.00,-0.02,0.22,-0.48
19810421,0.00,0.16,0.19,-0.08
19810422,0.00,0.40,0.28,0.24
19810423,0.00,0.64,0.42,0.43
19810424,0.00,0.72,0.54,0.37
19810427,0.00,0.71,0.61,0.20
19810428,0.00,0.60,0.60,-0.01
19810429,0.00,0.46,0.55,-0.18
19810430,0.00,0.42,0.50,-0.15
19810501,0.00,0.38,0.45,-0.14
19810504,0.00,0.32,0.40,-0.15
19810505,0.00,0.26,0.34,-0.17
19810506,0.00,0.10,0.25,-0.29
19810507,0.00,0.05,0.17,-0.23
19810508,0.00,0.06,0.12,-0.13
19810511,0.00,-0.03,0.06,-0.19
19810512,0.00,-0.09,0.00,-0.18
19810513,0.00,-0.13,-0.05,-0.16
19810514,0.00,-0.21,-0.11,-0.19
19810515,0.00,-0.16,-0.13,-0.05
19810518,0.00,-0.05,-0.10,0.10
19810519,0.00,-0.05,-0.08,0.06
19810520,0.00,0.08,-0.02,0.19
19810521,0.00,0.38,0.14,0.48
19810522,0.00,0.75,0.38,0.73
19810526,0.00,0.93,0.60,0.65
19810527,0.00,1.25,0.86,0.77
19810528,0.00,1.39,1.07,0.64
19810529,0.00,1.44,1.22,0.45
19810601,0.00,1.42,1.30,0.23
19810602,0.00,1.11,1.22,-0.23
19810603,0.00,0.87,1.08,-0.42
19810604,0.00,0.78,0.96,-0.36
19810605,0.00,0.63,0.83,-0.40
19810608,0.00,0.34,0.63,-0.59
19810609,0.00,0.24,0.48,-0.47
19810610,0.00,0.23,0.38,-0.30
19810611,0.00,0.40,0.39,0.03
19810612,0.00,0.44,0.41,0.07
19810615,0.00,0.43,0.42,0.03
19810616,0.00,0.32,0.38,-0.12
19810617,0.00,0.16,0.29,-0.26
19810618,0.00,0.04,0.19,-0.30
19810619,0.00,-0.16,0.05,-0.42
19810622,0.00,-0.44,-0.14,-0.58
19810623,0.00,-0.51,-0.29,-0.44
19810624,0.00,-0.65,-0.43,-0.43
19810625,0.00,-0.61,-0.51,-0.22
19810626,0.00,-0.62,-0.55,-0.14
19810629,0.00,-0.74,-0.63,-0.23
19810630,0.00,-1.09,-0.81,-0.56
19810701,0.00,-1.30,-1.01,-0.58
19810702,0.00,-1.37,-1.15,-0.43
19810706,0.00,-1.48,-1.28,-0.40
19810707,0.00,-1.46,-1.35,-0.21
19810708,0.00,-1.23,-1.31,0.14
19810709,0.00,-1.34,-1.32,-0.04
19810710,0.00,-1.61,-1.44,-0.35
19810713,0.00,-1.65,-1.52,-0.25
19810714,0.00,-1.45,-1.49,0.08
19810715,0.00,-1.19,-1.37,0.37
19810716,0.00,-0.89,-1.18,0.58
19810717,0.00,-0.55,-0.93,0.76
19810720,0.00,-0.56,-0.78,0.43
19810721,0.00,-0.57,-0.69,0.26
19810722,0.00,-0.74,-0.71,-0.05
19810723,0.00,-0.73,-0.72,-0.02
19810724,0.00,-0.59,-0.67,0.16
19810727,0.00,-0.33,-0.53,0.40
19810728,0.00,-0.29,-0.44,0.29
19810729,0.00,-0.30,-0.38,0.16
19810730,0.00,-0.17,-0.30,0.25
19810731,0.00,-0.03,-0.19,0.32
19810803,0.00,0.02,-0.11,0.25
19810804,0.00,0.10,-0.03,0.25
19810805,0.00,0.25,0.09,0.33
19810806,0.00,0.25,0.15,0.19
19810807,0.00,0.23,0.18,0.10
19810811,0.00,0.11,0.15,-0.09
19810812,0.00,-0.04,0.08,-0.23
19810813,0.00,-0.24,-0.05,-0.38
19810814,0.00,-0.40,-0.19,-0.42
19810817,0.00,-0.60,-0.35,-0.49
19810818,0.00,-0.76,-0.52,-0.49
19810819,0.00,-0.86,-0.66,-0.42
19810820,0.00,-0.86,-0.74,-0.24
19810821,0.00,-1.03,-0.86,-0.36
19810824,0.00,-1.28,-1.03,-0.51
19810825,0.00,-1.30,-1.14,-0.33
19810826,0.00,-1.32,-1.21,-0.22
19810827,0.00,-1.25,-1.23,-0.05
19810828,0.00,-1.02,-1.15,0.24
19810831,0.00,-0.84,-1.02,0.37
19810901,0.00,-0.52,-0.82,0.61
19810902,0.00,-0.24,-0.59,0.69
19810903,0.00,-0.23,-0.45,0.43
19810904,0.00,-0.24,-0.37,0.24
19810908,0.00,-0.33,-0.35,0.04
19810909,0.00,-0.38,-0.36,-0.03
19810910,0.00,-0.37,-0.36,-0.00
19810911,0.00,-0.38,-0.37,-0.02
19810914,0.00,-0.46,-0.41,-0.11
19810915,0.00,-0.56,-0.47,-0.19
19810916,0.00,-0.66,-0.55,-0.23
19810917,0.00,-0.76,-0.63,-0.26
19810918,0.00,-0.78,-0.69,-0.17
19810921,0.00,-0.73,-0.71,-0.05
19810922,0.00,-0.82,-0.75,-0.14
19810923,0.00,-0.90,-0.81,-0.17
19810924,0.00,-0.92,-0.86,-0.13
19810925,0.00,-1.21,-1.00,-0.42
19810928,0.00,-1.31,-1.12,-0.38
19810929,0.00,-1.22,-1.16,-0.11
19810930,0.00,-1.09,-1.13,0.09
19811001,0.00,-0.96,-1.06,0.20
19811002,0.00,-0.68,-0.91,0.47
19811005,0.00,-0.40,-0.70,0.62
19811006,0.00,-0.23,-0.51,0.57
19811007,0.00,0.03,-0.30,0.65
19811008,0.00,0.27,-0.07,0.69
19811009,0.00,0.43,0.13,0.60
19811012,0.00,0.60,0.32,0.56
19811013,0.00,0.67,0.46,0.43
19811014,0.00,0.53,0.49,0.09
19811015,0.00,0.48,0.49,-0.01
19811016,0.00,0.39,0.45,-0.12
19811019,0.00,0.37,0.42,-0.09
19811020,0.00,0.49,0.45,0.09
19811021,0.00,0.55,0.49,0.12
19811022,0.00,0.54,0.51,0.06
19811023,0.00,0.44,0.48,-0.08
19811026,0.00,0.36,0.43,-0.14
19811027,0.00,0.35,0.40,-0.09
19811028,0.00,0.42,0.41,0.02
19811029,0.00,0.41,0.41,-0.00
19811030,0.00,0.42,0.41,0.01
19811102,0.00,0.41,0.41,-0.00
19811103,0.00,0.35,0.39,-0.07
19811104,0.00,0.23,0.32,-0.19
19811105,0.00,-0.05,0.18,-0.45
19811106,0.00,-0.20,0.03,-0.45
19811109,0.00,-0.25,-0.09,-0.33
19811110,0.00,-0.25,-0.15,-0.20
19811111,0.00,-0.17,-0.16,-0.02
19811112,0.00,-0.03,-0.11,0.16
19811113,0.00,-0.13,-0.12,-0.03
19811116,0.00,-0.22,-0.16,-0.13
19811117,0.00,-0.22,-0.18,-0.08
19811118,0.00,-0.12,-0.16,0.07
19811119,0.00,-0.06,-0.12,0.12
19811120,0.00,0.01,-0.07,0.15
19811123,0.00,-0.08,-0.07,-0.01
19811124,0.00,-0.15,-0.10,-0.09
19811125,0.00,-0.13,-0.11,-0.03
19811127,0.00,-0.04,-0.09,0.08
19811130,0.00,-0.02,-0.06,0.07
19811201,0.00,-0.01,-0.04,0.06
19811202,0.00,0.02,-0.02,0.07
19811203,0.00,-0.00,-0.01,0.02
19811204,0.00,0.06,0.02,0.08
19811207,0.00,0.11,0.05,0.11
19811208,0.00,0.08,0.07,0.04
19811209,0.00,0.08,0.07,0.02
19811210,0.00,0.07,0.07,0.00
19811211,0.00,0.05,0.06,-0.02
19811214,0.00,-0.05,0.02,-0.14
19811215,0.00,-0.05,-0.01,-0.08
19811216,0.00,0.09,0.03,0.11
19811217,0.00,0.40,0.18,0.44
19811218,0.00,0.82,0.43,0.77
19811221,0.00,0.90,0.62,0.56
19811222,0.00,0.97,0.76,0.42
19811223,0.00,0.90,0.82,0.16
19811224,0.00,0.84,0.83,0.02
19811228,0.00,0.63,0.75,-0.24
19811229,0.00,0.52,0.66,-0.27
19811230,0.00,0.56,0.62,-0.11
19811231,0.00,0.56,0.59,-0.07
19820104,0.00,0.52,0.57,-0.08
19820105,0.00,0.32,0.47,-0.30
19820106,0.00,0.14,0.34,-0.39
19820107,0.00,-0.20,0.12,-0.65
19820108,0.00,-0.28,-0.04,-0.48
19820111,0.00,-0.50,-0.22,-0.55
19820112,0.00,-0.70,-0.41,-0.57
19820113,0.00,-0.81,-0.57,-0.48
19820114,0.00,-0.72,-0.63,-0.18
19820115,0.00,-0.46,-0.56,0.21
19820118,0.00,-0.23,-0.43,0.40
19820119,0.00,-0.14,-0.31,0.34
19820120,0.00,-0.03,-0.20,0.34
19820121,0.00,0.09,-0.09,0.35
19820122,0.00,0.18,0.02,0.31
19820125,0.00,0.13,0.06,0.14
19820126,0.00,-0.00,0.04,-0.08
19820127,0.00,-0.07,-0.01,-0.13
19820128,0.00,-0.02,-0.01,-0.02
19820129,0.00,0.05,0.01,0.07
19820201,0.00,0.05,0.03,0.05
19820202,0.00,0.07,0.04,0.05
19820203,0.00,0.08,0.06,0.04
19820204,0.00,0.01,0.04,-0.06
19820205,0.00,-0.04,0.01,-0.09
19820208,0.00,-0.24,-0.09,-0.30
19820209,0.00,-0.35,-0.19,-0.31
19820210,0.00,-0.37,-0.26,-0.21
19820211,0.00,-0.40,-0.32,-0.17
19820212,0.00,-0.37,-0.34,-0.06
19820216,0.00,-0.39,-0.36,-0.06
19820217,0.00,-0.35,-0.36,0.01
19820218,0.00,-0.28,-0.33,0.09
19820219,0.00,-0.24,-0.29,0.11
19820222,0.00,-0.24,-0.27,0.06
19820223,0.00,-0.27,-0.27,0.00
19820224,0.00,-0.26,-0.26,0.02
19820225,0.00,-0.26,-0.26,0.01
19820226,0.00,-0.25,-0.26,0.02
19820301,0.00,-0.21,-0.24,0.05
19820302,0.00,-0.18,-0.22,0.07
19820303,0.00,-0.16,-0.19,0.07
19820304,0.00,-0.19,-0.19,0.00
19820305,0.00,-0.40,-0.27,-0.25
19820308,0.00,-0.54,-0.38,-0.32
19820309,0.00,-0.59,-0.47,-0.26
19820310,0.00,-0.64,-0.53,-0.20
19820311,0.00,-0.64,-0.58,-0.12
19820312,0.00,-0.75,-0.65,-0.21
19820315,0.00,-0.81,-0.71,-0.20
19820316,0.00,-0.85,-0.77,-0.16
19820317,0.00,-0.94,-0.84,-0.21
19820318,0.00,-0.80,-0.82,0.04
19820319,0.00,-0.49,-0.69,0.40
19820322,0.00,-0.09,-0.45,0.71
19820323,0.00,0.11,-0.22,0.68
19820324,0.00,0.09,-0.10,0.38
19820325,0.00,0.06,-0.04,0.18
19820326,0.00,-0.00,-0.02,0.04
19820329,0.00,0.01,-0.01,0.05
19820330,0.00,0.06,0.02,0.08
19820331,0.00,0.09,0.05,0.08
19820401,0.00,0.22,0.12,0.21
19820402,0.00,0.30,0.19,0.22
19820405,0.00,0.33,0.25,0.17
19820406,0.00,0.32,0.28,0.09
19820407,0.00,0.27,0.27,-0.01
19820408,0.00,0.24,0.26,-0.04
19820412,0.00,0.20,0.24,-0.07
19820413,0.00,-0.03,0.13,-0.33
19820414,0.00,-0.16,0.01,-0.34
19820415,0.00,-0.19,-0.07,-0.24
19820416,0.00,-0.13,-0.09,-0.08
19820419,0.00,-0.15,-0.11,-0.06
19820420,0.00,-0.25,-0.17,-0.17
19820421,0.00,-0.33,-0.23,-0.19
19820422,0.00,-0.40,-0.30,-0.20
19820423,0.00,-0.42,-0.35,-0.15
19820426,0.00,-0.37,-0.35,-0.02
19820427,0.00,-0.39,-0.37,-0.04
19820428,0.00,-0.47,-0.41,-0.13
19820429,0.00,-0.51,-0.45,-0.12
19820430,0.00,-0.49,-0.47,-0.05
19820503,0.00,-0.39,-0.44,0.09
19820504,0.00,-0.24,-0.36,0.24
19820505,0.00,-0.17,-0.28,0.22
19820506,0.00,-0.05,-0.19,0.27
19820507,0.00,0.05,-0.09,0.30
19820510,0.00,0.08,-0.02,0.21
19820511,0.00,0.03,-0.00,0.06
19820512,0.00,-0.06,-0.03,-0.07
19820513,0.00,-0.09,-0.05,-0.08
19820514,0.00,-0.20,-0.11,-0.18
19820517,0.00,-0.29,-0.18,-0.22
19820518,0.00,-0.37,-0.26,-0.22
19820519,0.00,-0.42,-0.32,-0.20
19820520,0.00,-0.42,-0.36,-0.11
19820521,0.00,-0.38,-0.37,-0.03
19820524,0.00,-0.33,-0.35,0.05
19820525,0.00,-0.28,-0.32,0.09
19820526,0.00,-0.26,-0.30,0.08
19820527,0.00,-0.27,-0.29,0.03
19820528,0.00,-0.27,-0.28,0.02
19820601,0.00,-0.29,-0.28,-0.01
19820602,0.00,-0.25,-0.27,0.03
19820603,0.00,-0.29,-0.28,-0.03
19820604,0.00,-0.36,-0.31,-0.10
19820607,0.00,-0.39,-0.34,-0.09
19820608,0.00,-0.41,-0.37,-0.08
19820609,0.00,-0.44,-0.40,-0.08
19820610,0.00,-0.42,-0.41,-0.03
19820611,0.00,-0.32,-0.37,0.10
19820614,0.00,-0.25,-0.32,0.15
19820615,0.00,-0.19,-0.27,0.16
19820616,0.00,-0.15,-0.22,0.14
19820617,0.00,-0.15,-0.19,0.08
19820618,0.00,-0.18,-0.19,0.01
19820621,0.00,-0.20,-0.19,-0.01
19820622,0.00,-0.12,-0.17,0.08
19820623,0.00,-0.02,-0.11,0.17
19820624,0.00,0.04,-0.05,0.18
19820625,0.00,0.01,-0.02,0.07
19820628,0.00,-0.03,-0.03,-0.01
19820629,0.00,-0.11,-0.06,-0.10
19820630,0.00,-0.15,-0.10,-0.11
19820701,0.00,-0.19,-0.13,-0.11
19820702,0.00,-0.29,-0.20,-0.19
19820706,0.00,-0.41,-0.28,-0.26
19820707,0.00,-0.47,-0.36,-0.23
19820708,0.00,-0.56,-0.44,-0.24
19820709,0.00,-0.54,-0.48,-0.12
19820712,0.00,-0.47,-0.48,0.01
19820713,0.00,-0.30,-0.40,0.21
19820714,0.00,-0.16,-0.31,0.29
19820715,0.00,-0.04,-0.20,0.32
19820716,0.00,0.11,-0.08,0.37
19820719,0.00,0.21,0.04,0.35
19820720,0.00,0.39,0.18,0.42
19820721,0.00,0.49,0.30,0.37
19820722,0.00,0.55,0.40,0.29
19820723,0.00,0.52,0.45,0.15
19820726,0.00,0.40,0.43,-0.06
19820727,0.00,0.31,0.38,-0.15
19820728,0.00,0.15,0.29,-0.28
19820729,0.00,0.11,0.22,-0.21
19820730,0.00,0.11,0.17,-0.13
19820802,0.00,0.16,0.17,-0.02
19820803,0.00,0.05,0.12,-0.14
19820804,0.00,-0.03,0.06,-0.18
19820805,0.00,-0.15,-0.03,-0.25
19820806,0.00,-0.24,-0.11,-0.26
19820809,0.00,-0.26,-0.17,-0.18
19820810,0.00,-0.16,-0.17,0.01
19820811,0.00,-0.07,-0.13,0.11
19820812,0.00,-0.04,-0.09,0.11
19820813,0.00,-0.01,-0.06,0.10
19820816,0.00,0.04,-0.02,0.12
19820817,0.00,0.19,0.06,0.26
19820818,0.00,0.28,0.15,0.26
19820819,0.00,0.34,0.23,0.23
19820820,0.00,0.41,0.30,0.23
19820823,0.00,0.53,0.39,0.28
19820824,0.00,0.69,0.51,0.36
19820825,0.00,0.92,0.68,0.49
19820826,0.00,1.10,0.85,0.50
19820827,0.00,1.03,0.92,0.23
19820830,0.00,0.99,0.95,0.08
19820831,0.00,1.04,0.99,0.12
19820901,0.00,0.97,0.98,-0.02
19820902,0.00,0.98,0.98,0.01
19820903,0.00,0.97,0.98,-0.01
19820907,0.00,0.79,0.90,-0.23
19820908,0.00,0.73,0.83,-0.21
19820909,0.00,0.61,0.74,-0.27
19820910,0.00,0.58,0.68,-0.19
19820913,0.00,0.56,0.63,-0.14
19820914,0.00,0.61,0.62,-0.02
19820915,0.00,0.60,0.62,-0.02
19820916,0.00,0.48,0.56,-0.16
19820917,0.00,0.34,0.47,-0.27
19820920,0.00,0.25,0.38,-0.26
19820921,0.00,0.24,0.33,-0.17
19820922,0.00,0.30,0.31,-0.03
19820923,0.00,0.32,0.32,0.01
19820924,0.00,0.23,0.28,-0.10
19820927,0.00,0.17,0.24,-0.14
19820928,0.00,0.16,0.20,-0.10
19820929,0.00,0.14,0.18,-0.07
19820930,0.00,0.11,0.15,-0.08
19821001,0.00,0.12,0.14,-0.03
19821004,0.00,0.16,0.15,0.03
19821005,0.00,0.20,0.17,0.05
19821006,0.00,0.41,0.26,0.29
19821007,0.00,0.75,0.46,0.58
19821008,0.00,1.16,0.74,0.84
19821011,0.00,1.44,1.02,0.84
19821012,0.00,1.44,1.19,0.51
19821013,0.00,1.42,1.28,0.28
19821014,0.00,1.37,1.31,0.10
19821015,0.00,1.19,1.26,-0.15
19821018,0.00,1.10,1.20,-0.20
19821019,0.00,1.08,1.15,-0.14
19821020,0.00,1.21,1.18,0.08
19821021,0.00,1.34,1.24,0.20
19821022,0.00,1.34,1.28,0.12
19821025,0.00,1.08,1.20,-0.25
19821026,0.00,0.89,1.07,-0.38
19821027,0.00,0.82,0.97,-0.30
19821028,0.00,0.75,0.88,-0.27
19821029,0.00,0.71,0.82,-0.21
19821101,0.00,0.85,0.83,0.05
19821102,0.00,1.17,0.97,0.41
19821103,0.00,1.63,1.23,0.79
19821104,0.00,1.88,1.49,0.77
19821105,0.00,1.82,1.62,0.40
19821108,0.00,1.54,1.59,-0.10
19821109,0.00,1.45,1.53,-0.17
19821110,0.00,1.49,1.52,-0.05
19821111,0.00,1.74,1.61,0.27
19821112,0.00,1.73,1.66,0.15
19821115,0.00,1.55,1.62,-0.12
19821116,0.00,1.15,1.43,-0.56
19821117,0.00,1.05,1.28,-0.46
19821118,0.00,0.95,1.14,-0.40
19821119,0.00,0.77,0.99,-0.45
19821122,0.00,0.24,0.69,-0.90
19821123,0.00,0.01,0.42,-0.82
19821124,0.00,-0.04,0.24,-0.55
19821126,0.00,-0.14,0.09,-0.45
19821129,0.00,-0.21,-0.03,-0.36
19821130,0.00,0.18,0.05,0.25
19821201,0.00,0.50,0.23,0.54
19821202,0.00,0.68,0.41,0.54
19821203,0.00,0.65,0.51,0.29
19821206,0.00,0.86,0.65,0.42
19821207,0.00,1.00,0.79,0.43
19821208,0.00,0.95,0.85,0.19
19821209,0.00,0.64,0.77,-0.26
19821210,0.00,0.10,0.50,-0.80
19821213,0.00,-0.32,0.17,-0.98
19821214,0.00,-0.60,-0.14,-0.93
19821215,0.00,-0.77,-0.39,-0.76
19821216,0.00,-0.77,-0.54,-0.45
19821217,0.00,-0.54,-0.54,0.00
19821220,0.00,-0.39,-0.48,0.17
19821221,0.00,-0.25,-0.39,0.27
19821222,0.00,-0.03,-0.25,0.43
19821223,0.00,0.23,-0.06,0.57
19821227,0.00,0.49,0.16,0.65
19821228,0.00,0.59,0.33,0.52
19821229,0.00,0.47,0.39,0.17
19821230,0.00,0.18,0.31,-0.25
19821231,0.00,-0.02,0.17,-0.39
19830103,0.00,-0.34,-0.03,-0.62
19830104,0.00,-0.29,-0.14,-0.31
19830105,0.00,-0.23,-0.18,-0.12
19830106,0.00,-0.35,-0.25,-0.21
19830107,0.00,-0.63,-0.40,-0.47
19830110,0.00,-0.61,-0.48,-0.25
19830111,0.00,-0.51,-0.50,-0.03
19830112,0.00,-0.20,-0.38,0.36
19830113,0.00,0.00,-0.23,0.45
19830114,0.00,0.44,0.04,0.80
19830117,0.00,0.86,0.37,0.98
19830118,0.00,0.97,0.61,0.72
19830119,0.00,1.03,0.78,0.51
19830120,0.00,1.57,1.09,0.95
19830121,0.00,1.83,1.39,0.88
19830124,0.00,1.61,1.48,0.27
19830125,0.00,1.61,1.53,0.16
19830126,0.00,1.75,1.62,0.27
19830127,0.00,2.15,1.83,0.63
19830128,0.00,2.33,2.03,0.60
19830131,0.00,2.34,2.15,0.37
19830201,0.00,2.37,2.24,0.26
19830202,0.00,2.45,2.33,0.26
19830203,0.00,2.65,2.46,0.39
19830204,0.00,2.58,2.51,0.15
19830207,0.00,2.18,2.37,-0.39
19830208,0.00,1.79,2.14,-0.70
19830209,0.00,1.53,1.90,-0.73
19830210,0.00,1.71,1.82,-0.23
19830211,0.00,1.96,1.88,0.17
19830214,0.00,1.99,1.92,0.14
19830215,0.00,1.81,1.88,-0.13
19830216,0.00,1.50,1.73,-0.46
19830217,0.00,1.18,1.51,-0.66
19830218,0.00,1.13,1.36,-0.45
19830222,0.00,1.21,1.30,-0.17
19830223,0.00,1.27,1.29,-0.04
19830224,0.00,1.43,1.34,0.17
19830225,0.00,1.27,1.32,-0.08
19830228,0.00,0.97,1.18,-0.42
19830301,0.00,0.84,1.04,-0.40
19830302,0.00,0.79,0.94,-0.30
19830303,0.00,0.51,0.77,-0.52
19830304,0.00,0.23,0.55,-0.65
19830307,0.00,-0.08,0.30,-0.76
19830308,0.00,-0.46,-0.00,-0.91
19830309,0.00,-0.49,-0.20,-0.59
19830310,0.00,-0.58,-0.35,-0.46
19830311,0.00,-0.71,-0.49,-0.42
19830314,0.00,-0.90,-0.66,-0.48
19830315,0.00,-0.89,-0.75,-0.28
19830316,0.00,-0.84,-0.79,-0.12
19830317,0.00,-0.73,-0.76,0.07
19830318,0.00,-0.54,-0.67,0.27
19830321,0.00,-0.26,-0.51,0.50
19830322,0.00,-0.01,-0.31,0.60
19830323,0.00,-0.15,-0.25,0.18
19830324,0.00,-0.13,-0.20,0.14
19830325,0.00,-0.11,-0.17,0.10
19830328,0.00,-0.19,-0.17,-0.03
19830329,0.00,-0.05,-0.12,0.16
19830330,0.00,0.11,-0.03,0.28
19830331,0.00,-0.08,-0.05,-0.06
19830404,0.00,-0.35,-0.17,-0.37
19830405,0.00,-0.61,-0.35,-0.53
19830406,0.00,-0.80,-0.53,-0.54
19830407,0.00,-0.94,-0.69,-0.49
19830408,0.00,-1.02,-0.82,-0.39
19830411,0.00,-0.71,-0.78,0.14
19830412,0.00,-0.36,-0.61,0.50
19830413,0.00,0.08,-0.33,0.83
19830414,0.00,0.49,-0.00,0.99
19830415,0.00,0.83,0.33,1.00
19830418,0.00,1.18,0.67,1.02
19830419,0.00,1.28,0.91,0.73
19830420,0.00,1.88,1.30,1.16
19830421,0.00,2.36,1.72,1.27
19830422,0.00,2.42,2.00,0.83
19830425,0.00,2.01,2.00,0.01
19830426,0.00,1.88,1.95,-0.15
19830427,0.00,1.65,1.83,-0.37
19830428,0.00,1.52,1.71,-0.38
19830429,0.00,1.44,1.60,-0.32
19830502,0.00,1.12,1.41,-0.57
19830503,0.00,0.81,1.17,-0.72
19830504,0.00,1.01,1.11,-0.19
19830505,0.00,1.58,1.30,0.57
19830506,0.00,1.90,1.54,0.72
19830509,0.00,1.91,1.69,0.45
19830510,0.00,1.89,1.77,0.24
19830511,0.00,1.60,1.70,-0.20
19830512,0.00,1.29,1.54,-0.49
19830513,0.00,1.09,1.36,-0.54
19830516,0.00,0.72,1.10,-0.77
19830517,0.00,0.48,0.85,-0.75
19830518,0.00,0.41,0.68,-0.54
19830519,0.00,0.58,0.64,-0.12
19830520,0.00,1.05,0.80,0.50
19830523,0.00,1.39,1.04,0.70
19830524,0.00,1.96,1.41,1.12
19830525,0.00,2.16,1.71,0.91
19830526,0.00,2.11,1.87,0.48
19830527,0.00,2.00,1.92,0.15
19830531,0.00,1.61,1.80,-0.38
19830601,0.00,1.36,1.62,-0.52
19830602,0.00,1.20,1.45,-0.50
19830603,0.00,1.47,1.46,0.02
19830606,0.00,1.77,1.58,0.37
19830607,0.00,1.58,1.58,-0.01
19830608,0.00,1.29,1.46,-0.35
19830609,0.00,1.01,1.28,-0.55
19830610,0.00,0.76,1.07,-0.63
19830613,0.00,0.29,0.76,-0.94
19830614,0.00,-0.19,0.38,-1.14
19830615,0.00,-0.71,-0.06,-1.30
19830616,0.00,-0.58,-0.27,-0.63
19830617,0.00,-0.64,-0.42,-0.45
19830620,0.00,-1.05,-0.67,-0.76
19830621,0.00,-1.20,-0.88,-0.64
19830622,0.00,-1.01,-0.94,-0.16
19830623,0.00,-1.11,-1.00,-0.21
19830624,0.00,-1.18,-1.07,-0.21
19830627,0.00,-1.58,-1.28,-0.61
19830628,0.00,-2.26,-1.67,-1.18
19830629,0.00,-2.26,-1.91,-0.71
19830630,0.00,-2.21,-2.03,-0.36
19830701,0.00,-2.03,-2.03,-0.00
19830705,0.00,-2.13,-2.07,-0.12
19830706,0.00,-2.08,-2.07,-0.01
19830707,0.00,-2.05,-2.06,0.02
19830708,0.00,-2.03,-2.05,0.04
19830711,0.00,-1.75,-1.93,0.36
19830712,0.00,-1.67,-1.83,0.31
19830713,0.00,-1.59,-1.73,0.29
