time,Zero,DIF,DEA,macd
20040729,0.00,0.32,0.23,0.19
20040730,0.00,0.32,0.26,0.10
20040802,0.00,0.19,0.23,-0.09
20040803,0.00,0.06,0.17,-0.20
20040804,0.00,0.06,0.12,-0.13
20040805,0.00,-0.01,0.07,-0.16
20040806,0.00,-0.28,-0.07,-0.42
20040809,0.00,-0.36,-0.18,-0.35
20040810,0.00,-0.22,-0.20,-0.04
20040811,0.00,-0.19,-0.20,0.00
20040812,0.00,-0.26,-0.22,-0.08
20040813,0.00,-0.23,-0.23,-0.01
20040816,0.00,-0.21,-0.22,0.02
20040817,0.00,-0.17,-0.20,0.06
20040818,0.00,-0.02,-0.13,0.22
20040819,0.00,-0.07,-0.11,0.07
20040820,0.00,-0.09,-0.10,0.02
20040823,0.00,-0.06,-0.08,0.05
20040824,0.00,0.09,-0.01,0.21
20040825,0.00,0.34,0.13,0.42
20040826,0.00,0.70,0.36,0.69
20040827,0.00,0.85,0.55,0.59
20040830,0.00,0.88,0.68,0.39
20040831,0.00,0.91,0.77,0.27
20040901,0.00,1.09,0.90,0.38
20040902,0.00,1.12,0.99,0.27
20040903,0.00,1.04,1.01,0.06
20040907,0.00,1.02,1.01,0.01
20040908,0.00,1.05,1.03,0.05
20040909,0.00,0.93,0.99,-0.11
20040910,0.00,0.85,0.93,-0.17
20040913,0.00,0.72,0.85,-0.25
20040914,0.00,0.60,0.75,-0.30
20040915,0.00,0.46,0.63,-0.35
20040916,0.00,0.52,0.59,-0.14
20040917,0.00,0.65,0.61,0.07
20040920,0.00,0.78,0.68,0.20
20040921,0.00,0.87,0.76,0.23
20040922,0.00,0.74,0.75,-0.02
20040923,0.00,0.68,0.72,-0.09
20040924,0.00,0.61,0.68,-0.13
20040927,0.00,0.58,0.64,-0.11
20040928,0.00,0.62,0.63,-0.03
20040929,0.00,0.70,0.66,0.08
20040930,0.00,0.73,0.69,0.09
20041001,0.00,0.71,0.70,0.03
20041004,0.00,0.69,0.69,-0.01
20041005,0.00,0.73,0.71,0.04
20041006,0.00,0.90,0.79,0.24
20041007,0.00,0.83,0.80,0.05
20041008,0.00,0.67,0.75,-0.16
20041011,0.00,0.48,0.64,-0.33
20041012,0.00,0.30,0.50,-0.41
20041013,0.00,0.38,0.46,-0.14
20041014,0.00,1.17,0.74,0.85
20041015,0.00,1.67,1.11,1.12
20041018,0.00,2.24,1.56,1.35
20041019,0.00,2.44,1.92,1.06
20041020,0.00,2.48,2.14,0.67
20041021,0.00,2.46,2.27,0.39
20041022,0.00,2.28,2.27,0.01
20041025,0.00,2.09,2.20,-0.22
20041026,0.00,1.95,2.10,-0.30
20041027,0.00,2.12,2.11,0.02
20041028,0.00,2.41,2.23,0.36
20041029,0.00,2.52,2.34,0.34
20041101,0.00,2.49,2.40,0.17
20041102,0.00,2.52,2.45,0.14
20041103,0.00,2.69,2.54,0.29
20041104,0.00,2.56,2.55,0.02
20041105,0.00,2.42,2.50,-0.16
20041108,0.00,2.19,2.37,-0.38
20041109,0.00,1.91,2.19,-0.56
20041110,0.00,1.76,2.01,-0.52
20041111,0.00,1.67,1.88,-0.41
20041112,0.00,1.58,1.76,-0.36
20041115,0.00,1.42,1.62,-0.40
20041116,0.00,1.23,1.46,-0.48
20041117,0.00,1.05,1.30,-0.50
20041118,0.00,0.97,1.17,-0.40
20041119,0.00,0.85,1.04,-0.38
20041122,0.00,1.62,1.27,0.70
20041123,0.00,2.02,1.57,0.90
20041124,0.00,2.58,1.97,1.21
20041126,0.00,2.88,2.34,1.09
20041129,0.00,3.51,2.81,1.41
20041130,0.00,3.55,3.10,0.89
20041201,0.00,3.54,3.28,0.52
20041202,0.00,3.02,3.17,-0.31
20041203,0.00,2.21,2.79,-1.15
20041206,0.00,2.07,2.50,-0.86
20041207,0.00,1.49,2.10,-1.21
20041208,0.00,1.13,1.71,-1.16
20041209,0.00,0.96,1.41,-0.90
20041210,0.00,0.99,1.24,-0.51
20041213,0.00,0.93,1.12,-0.38
20041214,0.00,0.91,1.03,-0.25
20041215,0.00,0.85,0.96,-0.21
20041216,0.00,0.98,0.97,0.02
20041217,0.00,0.78,0.89,-0.22
20041220,0.00,0.31,0.66,-0.70
20041221,0.00,0.14,0.45,-0.62
20041222,0.00,0.05,0.29,-0.49
20041223,0.00,0.02,0.18,-0.32
20041227,0.00,-0.12,0.06,-0.36
20041228,0.00,-0.05,0.02,-0.14
20041229,0.00,0.03,0.02,0.01
20041230,0.00,0.13,0.06,0.13
20041231,0.00,0.13,0.09,0.07
20050103,0.00,-0.04,0.04,-0.15
20050104,0.00,-0.04,0.01,-0.10
20050105,0.00,0.03,0.02,0.03
20050106,0.00,0.09,0.04,0.08
20050107,0.00,0.79,0.34,0.89
20050110,0.00,1.14,0.66,0.96
20050111,0.00,0.69,0.67,0.03
20050112,0.00,0.51,0.60,-0.20
20050113,0.00,0.99,0.76,0.47
20050114,0.00,1.31,0.98,0.66
20050118,0.00,1.52,1.19,0.64
20050119,0.00,1.47,1.30,0.33
20050120,0.00,1.46,1.37,0.19
20050121,0.00,1.40,1.38,0.04
20050124,0.00,1.35,1.37,-0.04
20050125,0.00,1.44,1.40,0.09
20050126,0.00,1.47,1.43,0.09
20050127,0.00,1.49,1.45,0.07
20050128,0.00,1.62,1.52,0.21
20050131,0.00,2.06,1.74,0.65
20050201,0.00,2.33,1.98,0.72
20050202,0.00,2.70,2.27,0.88
20050203,0.00,2.56,2.38,0.35
20050204,0.00,2.52,2.44,0.16
20050207,0.00,2.40,2.42,-0.04
20050208,0.00,2.51,2.46,0.11
20050209,0.00,2.17,2.34,-0.35
20050210,0.00,1.82,2.13,-0.63
20050211,0.00,1.93,2.05,-0.24
20050214,0.00,2.41,2.20,0.43
20050215,0.00,3.15,2.58,1.14
20050216,0.00,3.72,3.03,1.37
20050217,0.00,3.58,3.25,0.66
20050218,0.00,3.21,3.24,-0.05
20050222,0.00,2.63,3.00,-0.72
20050223,0.00,2.59,2.84,-0.48
20050224,0.00,2.56,2.73,-0.33
20050225,0.00,2.45,2.62,-0.33
20050228,0.00,-4.03,-0.04,-7.97
20050301,0.00,-7.88,-3.18,-9.40
20050302,0.00,-9.97,-5.89,-8.15
20050303,0.00,-11.17,-8.00,-6.34
20050304,0.00,-11.31,-9.33,-3.97
20050307,0.00,-10.94,-9.97,-1.94
20050308,0.00,-10.58,-10.22,-0.74
20050309,0.00,-10.10,-10.17,0.14
20050310,0.00,-9.33,-9.83,1.01
20050311,0.00,-8.41,-9.26,1.71
20050314,0.00,-7.50,-8.56,2.12
20050315,0.00,-6.54,-7.75,2.42
20050316,0.00,-5.66,-6.91,2.51
20050317,0.00,-4.73,-6.04,2.62
20050318,0.00,-3.87,-5.17,2.60
20050321,0.00,-3.08,-4.34,2.51
20050322,0.00,-2.59,-3.64,2.09
20050323,0.00,-2.23,-3.08,1.69
20050324,0.00,-1.93,-2.62,1.38
20050328,0.00,-1.65,-2.23,1.15
20050329,0.00,-1.53,-1.95,0.84
20050330,0.00,-1.25,-1.67,0.85
20050331,0.00,-1.18,-1.47,0.59
20050401,0.00,-1.20,-1.37,0.32
20050404,0.00,-1.14,-1.28,0.27
20050405,0.00,-0.94,-1.14,0.40
20050406,0.00,-0.72,-0.97,0.51
20050407,0.00,-0.38,-0.73,0.72
20050408,0.00,-0.13,-0.49,0.73
20050411,0.00,-0.23,-0.39,0.32
20050412,0.00,-0.17,-0.30,0.25
20050413,0.00,-0.37,-0.33,-0.08
20050414,0.00,-1.01,-0.60,-0.82
20050415,0.00,-1.63,-1.01,-1.24
20050418,0.00,-1.91,-1.37,-1.08
20050419,0.00,-1.79,-1.54,-0.50
20050420,0.00,-1.87,-1.67,-0.40
20050421,0.00,-1.61,-1.65,0.08
20050422,0.00,-1.62,-1.64,0.03
20050425,0.00,-1.35,-1.52,0.34
20050426,0.00,-1.24,-1.41,0.34
20050427,0.00,-1.16,-1.31,0.30
20050428,0.00,-1.12,-1.23,0.23
20050429,0.00,-0.98,-1.13,0.31
20050502,0.00,-0.79,-1.00,0.40
20050503,0.00,-0.68,-0.87,0.38
20050504,0.00,-0.45,-0.70,0.50
20050505,0.00,-0.36,-0.57,0.41
20050506,0.00,-0.21,-0.42,0.43
20050509,0.00,-0.15,-0.31,0.33
20050510,0.00,-0.18,-0.26,0.16
20050511,0.00,-0.31,-0.28,-0.06
20050512,0.00,-0.59,-0.40,-0.37
20050513,0.00,-0.64,-0.50,-0.29
20050516,0.00,-0.54,-0.51,-0.05
20050517,0.00,-0.48,-0.50,0.04
20050518,0.00,-0.36,-0.44,0.17
20050519,0.00,-0.02,-0.27,0.51
20050520,0.00,0.18,-0.09,0.55
20050523,0.00,0.62,0.19,0.85
20050524,0.00,0.85,0.46,0.79
20050525,0.00,0.97,0.66,0.62
20050526,0.00,1.14,0.85,0.57
20050527,0.00,1.17,0.98,0.38
20050531,0.00,1.03,1.00,0.06
20050601,0.00,0.98,0.99,-0.03
20050602,0.00,0.87,0.94,-0.15
20050603,0.00,0.51,0.77,-0.52
20050606,0.00,0.22,0.55,-0.66
20050607,0.00,-0.16,0.27,-0.85
20050608,0.00,-0.33,0.03,-0.72
20050609,0.00,-0.32,-0.11,-0.42
20050610,0.00,-0.56,-0.29,-0.54
20050613,0.00,-0.67,-0.45,-0.46
20050614,0.00,-0.70,-0.55,-0.31
20050615,0.00,-0.53,-0.54,0.02
20050616,0.00,-0.28,-0.44,0.31
20050617,0.00,-0.07,-0.29,0.44
20050620,0.00,-0.04,-0.19,0.30
20050621,0.00,0.02,-0.10,0.25
20050622,0.00,0.15,-0.00,0.31
20050623,0.00,0.28,0.11,0.33
20050624,0.00,0.18,0.14,0.08
20050627,0.00,0.02,0.09,-0.14
20050628,0.00,-0.05,0.03,-0.17
20050629,0.00,-0.23,-0.07,-0.31
20050630,0.00,-0.26,-0.15,-0.23
20050701,0.00,-0.32,-0.21,-0.20
20050705,0.00,-0.12,-0.18,0.11
20050706,0.00,-0.09,-0.14,0.11
20050707,0.00,-0.03,-0.10,0.14
20050708,0.00,0.10,-0.02,0.24
20050711,0.00,0.15,0.05,0.20
20050712,0.00,0.20,0.11,0.18
20050713,0.00,0.23,0.16,0.15
20050714,0.00,0.59,0.33,0.52
20050715,0.00,0.90,0.56,0.68
20050718,0.00,1.04,0.75,0.58
20050719,0.00,1.33,0.98,0.69
20050720,0.00,1.51,1.19,0.64
20050721,0.00,1.52,1.32,0.39
20050722,0.00,1.56,1.42,0.28
20050725,0.00,1.49,1.45,0.09
20050726,0.00,1.37,1.41,-0.10
20050727,0.00,1.28,1.36,-0.16
20050728,0.00,1.15,1.28,-0.25
20050729,0.00,0.86,1.11,-0.50
20050801,0.00,0.66,0.93,-0.54
20050802,0.00,0.58,0.79,-0.43
20050803,0.00,0.51,0.68,-0.34
20050804,0.00,0.37,0.55,-0.37
20050805,0.00,0.31,0.46,-0.29
20050808,0.00,0.21,0.36,-0.29
20050809,0.00,0.31,0.34,-0.06
20050810,0.00,0.30,0.32,-0.05
20050811,0.00,0.36,0.34,0.05
20050812,0.00,0.69,0.48,0.42
20050815,0.00,1.09,0.72,0.73
20050816,0.00,1.08,0.87,0.43
20050817,0.00,1.16,0.98,0.36
20050818,0.00,1.04,1.01,0.07
20050819,0.00,0.86,0.95,-0.18
20050822,0.00,0.72,0.86,-0.28
20050823,0.00,0.58,0.75,-0.33
20050824,0.00,0.48,0.64,-0.32
20050825,0.00,0.44,0.56,-0.24
20050826,0.00,0.35,0.48,-0.25
20050829,0.00,0.30,0.41,-0.22
20050830,0.00,0.36,0.39,-0.06
20050831,0.00,0.43,0.40,0.05
20050901,0.00,0.36,0.38,-0.05
20050902,0.00,0.30,0.35,-0.10
20050906,0.00,0.62,0.46,0.32
20050907,0.00,0.77,0.58,0.38
20050908,0.00,0.99,0.75,0.49
20050909,0.00,1.30,0.97,0.67
20050912,0.00,1.45,1.16,0.58
20050913,0.00,1.40,1.26,0.29
20050914,0.00,1.14,1.21,-0.14
20050915,0.00,0.97,1.12,-0.29
20050916,0.00,1.02,1.08,-0.11
20050919,0.00,1.21,1.13,0.16
20050920,0.00,1.36,1.22,0.27
20050921,0.00,1.24,1.23,0.02
20050922,0.00,1.09,1.17,-0.17
20050923,0.00,1.13,1.16,-0.05
20050926,0.00,1.21,1.18,0.06
20050927,0.00,1.15,1.16,-0.04
20050928,0.00,0.72,0.99,-0.53
20050929,0.00,0.62,0.84,-0.45
20050930,0.00,0.71,0.79,-0.16
20051003,0.00,0.85,0.81,0.08
20051004,0.00,0.81,0.81,-0.01
20051005,0.00,0.61,0.73,-0.24
20051006,0.00,0.31,0.56,-0.51
20051007,0.00,0.05,0.36,-0.61
20051010,0.00,-0.24,0.12,-0.71
20051011,0.00,-0.23,-0.02,-0.42
20051012,0.00,-0.55,-0.23,-0.64
20051013,0.00,-0.08,-0.17,0.18
20051014,0.00,0.24,-0.01,0.50
20051017,0.00,0.35,0.14,0.43
20051018,0.00,0.23,0.17,0.11
20051019,0.00,0.54,0.32,0.43
20051020,0.00,0.87,0.54,0.66
20051021,0.00,0.97,0.71,0.52
20051024,0.00,1.16,0.89,0.53
20051025,0.00,1.12,0.98,0.28
20051026,0.00,1.19,1.07,0.25
20051027,0.00,0.95,1.02,-0.14
20051028,0.00,0.63,0.87,-0.47
20051031,0.00,0.86,0.86,-0.01
20051101,0.00,0.95,0.90,0.10
20051102,0.00,1.31,1.06,0.50
20051103,0.00,1.75,1.34,0.83
20051104,0.00,1.85,1.54,0.62
20051107,0.00,1.71,1.61,0.19
20051108,0.00,1.50,1.57,-0.13
20051109,0.00,1.34,1.48,-0.27
20051110,0.00,1.34,1.42,-0.16
20051111,0.00,1.34,1.39,-0.10
20051114,0.00,1.27,1.34,-0.14
20051115,0.00,1.30,1.33,-0.06
20051116,0.00,1.64,1.45,0.38
20051117,0.00,1.72,1.56,0.33
20051118,0.00,1.71,1.62,0.18
20051121,0.00,1.69,1.65,0.08
20051122,0.00,1.83,1.72,0.22
20051123,0.00,1.92,1.80,0.25
20051125,0.00,2.22,1.97,0.51
20051128,0.00,2.36,2.13,0.47
20051129,0.00,2.13,2.13,-0.00
20051130,0.00,1.85,2.02,-0.32
20051201,0.00,2.15,2.07,0.16
20051202,0.00,2.40,2.20,0.39
20051205,0.00,2.33,2.25,0.15
20051206,0.00,2.51,2.36,0.31
20051207,0.00,2.51,2.42,0.18
20051208,0.00,2.42,2.42,0.01
20051209,0.00,2.31,2.37,-0.14
20051212,0.00,2.22,2.31,-0.18
20051213,0.00,2.09,2.23,-0.27
20051214,0.00,1.50,1.94,-0.87
20051215,0.00,1.10,1.60,-1.00
20051216,0.00,0.66,1.23,-1.13
20051219,0.00,0.40,0.90,-0.99
20051220,0.00,0.33,0.67,-0.68
20051221,0.00,0.47,0.59,-0.24
20051222,0.00,0.62,0.60,0.03
20051223,0.00,0.58,0.59,-0.02
20051227,0.00,0.66,0.62,0.08
20051228,0.00,0.59,0.61,-0.04
20051229,0.00,0.22,0.45,-0.47
20051230,0.00,0.05,0.29,-0.49
20060103,0.00,0.35,0.31,0.07
20060104,0.00,0.55,0.41,0.28
20060105,0.00,0.57,0.47,0.19
20060106,0.00,0.83,0.61,0.43
20060109,0.00,0.92,0.74,0.36
20060110,0.00,1.62,1.09,1.07
20060111,0.00,2.42,1.62,1.60
20060112,0.00,2.87,2.12,1.50
20060113,0.00,3.21,2.56,1.31
20060117,0.00,3.16,2.80,0.73
20060118,0.00,2.69,2.76,-0.13
20060119,0.00,1.79,2.37,-1.15
20060120,0.00,0.75,1.72,-1.94
20060123,0.00,0.31,1.16,-1.70
20060124,0.00,-0.21,0.61,-1.64
20060125,0.00,-0.78,0.06,-1.67
20060126,0.00,-1.36,-0.51,-1.70
20060127,0.00,-1.71,-0.99,-1.44
20060130,0.00,-1.42,-1.16,-0.52
20060131,0.00,-1.12,-1.15,0.05
20060201,0.00,-0.90,-1.05,0.29
20060202,0.00,-1.21,-1.11,-0.19
20060203,0.00,-1.38,-1.22,-0.32
20060206,0.00,-2.08,-1.56,-1.03
20060207,0.00,-2.38,-1.89,-0.98
20060208,0.00,-2.29,-2.05,-0.48
20060209,0.00,-2.70,-2.31,-0.78
20060210,0.00,-2.50,-2.38,-0.23
20060213,0.00,-2.65,-2.49,-0.31
20060214,0.00,-2.21,-2.38,0.34
20060215,0.00,-1.63,-2.08,0.90
20060216,0.00,-1.01,-1.65,1.28
20060217,0.00,-0.63,-1.24,1.22
20060221,0.00,-0.55,-0.96,0.83
20060222,0.00,-0.15,-0.64,0.97
20060223,0.00,0.16,-0.32,0.95
20060224,0.00,0.30,-0.07,0.74
20060227,0.00,0.30,0.08,0.45
20060228,0.00,-0.06,0.02,-0.17
20060301,0.00,-0.19,-0.06,-0.26
20060302,0.00,-0.20,-0.12,-0.16
20060303,0.00,-0.46,-0.25,-0.41
20060306,0.00,-0.92,-0.52,-0.80
20060307,0.00,-1.05,-0.73,-0.63
20060308,0.00,-1.18,-0.91,-0.53
20060309,0.00,-1.45,-1.13,-0.65
20060310,0.00,-1.67,-1.34,-0.65
20060313,0.00,-1.38,-1.36,-0.04
20060314,0.00,-0.91,-1.18,0.54
20060315,0.00,-0.74,-1.00,0.53
20060316,0.00,-0.88,-0.95,0.15
20060317,0.00,-0.88,-0.92,0.09
20060320,0.00,-0.94,-0.93,-0.02
20060321,0.00,-1.25,-1.06,-0.38
20060322,0.00,-1.41,-1.20,-0.42
20060323,0.00,-1.66,-1.39,-0.56
20060324,0.00,-1.78,-1.54,-0.48
20060327,0.00,-1.84,-1.66,-0.36
20060328,0.00,-1.92,-1.77,-0.31
20060329,0.00,-1.37,-1.61,0.47
20060330,0.00,-0.92,-1.34,0.83
20060331,0.00,-0.61,-1.05,0.87
20060403,0.00,-0.41,-0.79,0.77
20060404,0.00,-0.48,-0.67,0.38
20060405,0.00,0.36,-0.25,1.23
20060406,0.00,1.44,0.42,2.03
20060407,0.00,1.83,0.99,1.69
20060410,0.00,1.84,1.33,1.02
20060411,0.00,1.67,1.46,0.41
20060412,0.00,1.31,1.40,-0.18
20060413,0.00,1.01,1.24,-0.47
20060417,0.00,0.54,0.96,-0.84
20060418,0.00,0.44,0.75,-0.63
20060419,0.00,0.27,0.56,-0.58
20060420,0.00,0.45,0.52,-0.14
20060421,0.00,0.45,0.49,-0.08
20060424,0.00,0.25,0.39,-0.29
20060425,0.00,0.17,0.30,-0.26
20060426,0.00,0.40,0.34,0.12
20060427,0.00,0.70,0.49,0.43
20060428,0.00,1.00,0.69,0.62
20060501,0.00,1.03,0.83,0.41
20060502,0.00,1.30,1.02,0.56
20060503,0.00,1.34,1.15,0.39
20060504,0.00,1.31,1.21,0.19
20060505,0.00,1.34,1.26,0.16
20060508,0.00,1.31,1.28,0.06
20060509,0.00,1.11,1.22,-0.20
20060510,0.00,0.89,1.08,-0.39
20060511,0.00,0.36,0.80,-0.87
20060512,0.00,-0.04,0.46,-1.00
20060515,0.00,-0.27,0.17,-0.88
20060516,0.00,-0.80,-0.22,-1.16
20060517,0.00,-1.05,-0.55,-1.00
20060518,0.00,-1.46,-0.92,-1.09
20060519,0.00,-1.46,-1.14,-0.66
20060522,0.00,-1.57,-1.31,-0.52
20060523,0.00,-1.60,-1.42,-0.35
20060524,0.00,-1.52,-1.46,-0.12
20060525,0.00,-1.28,-1.39,0.23
20060526,0.00,-1.18,-1.31,0.25
20060530,0.00,-1.41,-1.35,-0.13
20060531,0.00,-1.70,-1.49,-0.42
20060601,0.00,-1.46,-1.48,0.03
20060602,0.00,-1.33,-1.42,0.17
20060605,0.00,-1.44,-1.43,-0.02
20060606,0.00,-1.48,-1.45,-0.06
20060607,0.00,-1.61,-1.51,-0.20
20060608,0.00,-1.31,-1.43,0.24
20060609,0.00,-1.29,-1.38,0.17
20060612,0.00,-1.55,-1.45,-0.21
20060613,0.00,-1.45,-1.45,-0.01
20060614,0.00,-1.44,-1.44,0.01
20060615,0.00,-1.12,-1.31,0.39
20060616,0.00,-1.13,-1.24,0.21
20060619,0.00,-1.15,-1.20,0.11
20060620,0.00,-1.07,-1.15,0.16
20060621,0.00,-0.93,-1.06,0.27
20060622,0.00,-0.56,-0.86,0.61
20060623,0.00,-0.41,-0.68,0.54
20060626,0.00,-0.28,-0.52,0.48
20060627,0.00,-0.42,-0.48,0.13
20060628,0.00,-0.68,-0.56,-0.24
20060629,0.00,-0.40,-0.49,0.20
20060630,0.00,-0.45,-0.48,0.06
20060703,0.00,-0.36,-0.43,0.14
20060705,0.00,-0.43,-0.43,-0.00
20060706,0.00,-0.63,-0.51,-0.24
20060707,0.00,-0.78,-0.62,-0.33
20060710,0.00,-0.90,-0.73,-0.34
20060711,0.00,-0.84,-0.78,-0.13
20060712,0.00,-1.16,-0.93,-0.46
20060713,0.00,-1.40,-1.12,-0.57
20060714,0.00,-1.72,-1.36,-0.73
20060717,0.00,-1.61,-1.46,-0.29
20060718,0.00,-1.39,-1.43,0.08
20060719,0.00,-1.03,-1.27,0.48
20060720,0.00,0.14,-0.71,1.70
20060721,0.00,0.89,-0.07,1.91
20060724,0.00,1.41,0.52,1.77
20060725,0.00,1.74,1.01,1.46
20060726,0.00,2.15,1.47,1.37
20060727,0.00,2.25,1.78,0.94
20060728,0.00,2.53,2.08,0.90
20060731,0.00,2.94,2.42,1.03
20060801,0.00,2.95,2.64,0.64
20060802,0.00,2.98,2.77,0.42
20060803,0.00,3.09,2.90,0.37
20060804,0.00,2.84,2.87,-0.07
20060807,0.00,2.41,2.69,-0.55
20060808,0.00,1.71,2.30,-1.18
20060809,0.00,1.04,1.79,-1.51
20060810,0.00,0.65,1.34,-1.37
20060811,0.00,0.33,0.93,-1.21
20060814,0.00,0.16,0.62,-0.93
20060815,0.00,0.41,0.54,-0.26
20060816,0.00,0.76,0.63,0.27
20060817,0.00,0.89,0.73,0.32
20060818,0.00,0.98,0.83,0.30
20060821,0.00,0.80,0.82,-0.04
20060822,0.00,0.81,0.82,-0.01
20060823,0.00,0.74,0.79,-0.09
20060824,0.00,0.74,0.77,-0.06
20060825,0.00,0.84,0.80,0.09
20060828,0.00,0.62,0.72,-0.22
20060829,0.00,0.38,0.59,-0.41
20060830,0.00,0.29,0.47,-0.35
20060831,0.00,0.35,0.42,-0.14
20060901,0.00,0.45,0.43,0.03
20060905,0.00,0.93,0.63,0.60
20060906,0.00,0.99,0.77,0.42
20060907,0.00,1.37,1.01,0.72
20060908,0.00,1.51,1.21,0.60
20060911,0.00,1.54,1.34,0.39
20060912,0.00,1.50,1.41,0.19
20060913,0.00,1.65,1.50,0.29
20060914,0.00,1.66,1.57,0.19
20060915,0.00,1.60,1.58,0.03
20060918,0.00,1.46,1.53,-0.14
20060919,0.00,1.30,1.44,-0.28
20060920,0.00,1.36,1.41,-0.09
20060921,0.00,1.26,1.35,-0.18
20060922,0.00,0.91,1.17,-0.53
20060925,0.00,1.05,1.12,-0.15
20060926,0.00,1.36,1.21,0.28
20060927,0.00,1.32,1.26,0.12
20060928,0.00,1.33,1.28,0.09
20060929,0.00,1.27,1.28,-0.01
20061002,0.00,0.89,1.12,-0.47
20061003,0.00,0.50,0.87,-0.74
20061004,0.00,0.43,0.70,-0.53
20061005,0.00,0.29,0.54,-0.49
20061006,0.00,0.11,0.36,-0.51
20061009,0.00,0.05,0.24,-0.38
20061010,0.00,-0.11,0.10,-0.41
20061011,0.00,-0.28,-0.05,-0.46
20061012,0.00,-0.08,-0.06,-0.04
20061013,0.00,0.00,-0.04,0.08
20061016,0.00,0.11,0.02,0.18
20061017,0.00,0.02,0.02,-0.01
20061018,0.00,-0.01,0.01,-0.04
20061019,0.00,0.61,0.25,0.72
20061020,0.00,1.11,0.59,1.03
20061023,0.00,1.58,0.99,1.18
20061024,0.00,1.74,1.29,0.91
20061025,0.00,1.86,1.52,0.69
20061026,0.00,1.93,1.69,0.50
20061027,0.00,1.64,1.67,-0.05
20061030,0.00,1.40,1.56,-0.32
20061031,0.00,1.29,1.45,-0.33
20061101,0.00,0.89,1.23,-0.67
20061102,0.00,0.59,0.97,-0.77
20061103,0.00,0.28,0.70,-0.83
20061106,0.00,0.28,0.53,-0.50
20061107,0.00,0.39,0.47,-0.17
20061108,0.00,0.71,0.57,0.29
20061109,0.00,1.01,0.75,0.53
20061110,0.00,1.12,0.89,0.45
20061113,0.00,1.32,1.06,0.51
20061114,0.00,1.48,1.23,0.49
20061115,0.00,1.38,1.29,0.18
20061116,0.00,1.48,1.37,0.24
20061117,0.00,1.52,1.43,0.19
20061120,0.00,1.57,1.49,0.17
20061121,0.00,1.84,1.63,0.43
20061122,0.00,2.18,1.85,0.66
20061124,0.00,2.48,2.10,0.76
20061127,0.00,2.27,2.17,0.20
20061128,0.00,2.37,2.25,0.24
20061129,0.00,2.33,2.28,0.10
20061130,0.00,2.20,2.25,-0.10
20061201,0.00,1.97,2.14,-0.33
20061204,0.00,1.73,1.98,-0.49
20061205,0.00,1.53,1.80,-0.53
20061206,0.00,1.14,1.53,-0.79
20061207,0.00,0.46,1.10,-1.29
20061208,0.00,0.19,0.74,-1.09
20061211,0.00,0.09,0.48,-0.77
20061212,0.00,-0.34,0.15,-0.99
20061213,0.00,-0.18,0.02,-0.40
20061214,0.00,-0.15,-0.05,-0.20
20061215,0.00,-0.24,-0.12,-0.23
20061218,0.00,-0.60,-0.32,-0.58
20061219,0.00,-0.69,-0.46,-0.44
20061220,0.00,-0.93,-0.65,-0.56
20061221,0.00,-1.30,-0.91,-0.79
20061222,0.00,-1.58,-1.18,-0.80
20061226,0.00,-1.79,-1.42,-0.73
20061227,0.00,-1.84,-1.59,-0.50
20061228,0.00,-1.88,-1.71,-0.36
20061229,0.00,-1.27,-1.53,0.52
20070103,0.00,-0.99,-1.32,0.65
20070104,0.00,-0.51,-0.99,0.96
20070105,0.00,-0.29,-0.71,0.85
20070108,0.00,-0.08,-0.46,0.76
20070109,0.00,1.07,0.15,1.83
20070110,0.00,2.36,1.04,2.65
20070111,0.00,2.88,1.77,2.22
20070112,0.00,2.92,2.23,1.37
20070116,0.00,3.17,2.61,1.13
20070117,0.00,2.89,2.72,0.34
20070118,0.00,1.76,2.34,-1.15
20070119,0.00,0.92,1.77,-1.70
20070122,0.00,0.12,1.11,-1.98
20070123,0.00,-0.53,0.45,-1.97
20070124,0.00,-0.76,-0.03,-1.46
20070125,0.00,-0.94,-0.40,-1.09
20070126,0.00,-1.13,-0.69,-0.88
20070129,0.00,-1.13,-0.87,-0.52
20070130,0.00,-1.13,-0.97,-0.32
20070131,0.00,-1.06,-1.01,-0.11
20070201,0.00,-1.12,-1.05,-0.13
20070202,0.00,-1.11,-1.07,-0.06
20070205,0.00,-1.17,-1.11,-0.11
20070206,0.00,-1.13,-1.12,-0.02
20070207,0.00,-0.77,-0.98,0.41
20070208,0.00,-0.52,-0.80,0.55
20070209,0.00,-0.76,-0.78,0.04
20070212,0.00,-0.64,-0.73,0.16
20070213,0.00,-0.57,-0.67,0.18
20070214,0.00,-0.42,-0.57,0.29
20070215,0.00,-0.32,-0.47,0.29
20070216,0.00,-0.30,-0.40,0.20
20070220,0.00,-0.13,-0.29,0.33
20070221,0.00,0.46,0.01,0.90
20070222,0.00,0.84,0.34,1.00
20070223,0.00,0.98,0.60,0.77
20070226,0.00,0.96,0.74,0.44
20070227,0.00,0.24,0.54,-0.60
20070228,0.00,-0.12,0.28,-0.79
20070301,0.00,0.02,0.18,-0.31
20070302,0.00,-0.13,0.05,-0.37
20070305,0.00,-0.09,-0.00,-0.17
20070306,0.00,0.21,0.08,0.25
20070307,0.00,0.31,0.17,0.28
20070308,0.00,0.41,0.27,0.28
20070309,0.00,0.44,0.34,0.21
20070312,0.00,0.72,0.49,0.46
20070313,0.00,0.65,0.55,0.19
